Station,Country,County,TOC,Visited,Latitude,Longitude,Date
Shawfair,Scotland,Midlothian,ScotRail,No,55.9199421849927,-3.07871250421538,
Shawford ,England,Hampshire,South Western Railway,No,51.0221254475722,-1.32777390941362,
Shawlands,Scotland,Glasgow City,ScotRail,No,55.8292177941273,-4.29234408780394,
Sheerness-On-Sea,England,Kent,Southeastern,No,51.4410580889095,0.758533032412627,
Sheffield,England,South Yorkshire,East Midlands Trains,yes,53.3782206064748,-1.46211098820667,
Shelford,England,Cambridgeshire,Greater Anglia,No,52.1488259024731,0.139980909439394,
Shenfield,England,Essex,Greater Anglia,No,51.6308751031938,0.329851215035769,
Shenstone,England,Staffordshire,West Midlands Trains,No,52.6393608236803,-1.84420180853958,
Shepherds Bush,England,London (City Of),London Overground,No,51.5052833635672,-0.217654117308174,
Shepherd's Well,England,Kent,Southeastern,No,51.188395569033,1.22991006779546,
Shepley,England,West Yorkshire,Northern,No,53.5887414410071,-1.70492825572619,
Shepperton ,England,Surrey,South Western Railway,No,51.3968038023689,-0.446785908199256,
Shepreth,England,Cambridgeshire,GTR,No,52.1141600329265,0.0313191796380412,
Sherborne,England,Dorset,South Western Railway,No,50.9440241031544,-2.51307364515012,
Sherburn-in-Elmet,England,North Yorkshire,Northern,No,53.797152481974,-1.23268451790991,
Sheringham,England,Norfolk,Greater Anglia,No,52.9414235637932,1.21032008972022,
Shettleston,Scotland,Glasgow City,ScotRail,No,55.8535417983313,-4.1600445651963,
Shieldmuir,Scotland,North Lanarkshire,ScotRail,No,55.7774954937932,-3.95699070410464,
Shifnal,England,Shropshire,West Midlands Trains,No,52.6660734810406,-2.37184005826222,
Shildon,England,Durham (County Durham),Northern,No,54.6261656547507,-1.63660556039221,
Shiplake,England,Oxfordshire,Great Western Railway,No,51.5114620080143,-0.882602206086651,
Shipley,England,West Yorkshire,Northern,No,53.8330527572328,-1.7734899118555,
Shippea Hill,England,Cambridgeshire,Greater Anglia,No,52.4302110774766,0.413345158423865,
Shipton,England,Oxfordshire,Great Western Railway,No,51.8656550593598,-1.59269346356239,
Shirebrook,England,Derbyshire,East Midlands Trains,No,53.2042430571275,-1.20244065390703,
Shirehampton,England,Bristol,Great Western Railway,No,51.4843525883477,-2.67927539488109,
Shireoaks,England,Nottinghamshire,Northern,No,53.3247751531281,-1.1679910226962,
Shirley,England,West Midlands,West Midlands Trains,No,52.4034221074692,-1.84517981817273,
Shoeburyness,England,Essex,C2C,No,51.5309697953269,0.795344616247387,
Sholing,England,Hampshire,South Western Railway,No,50.8967541358265,-1.36491508170674,
Shoreditch High Street,England,London (City Of),London Overground,No,51.5233736684982,-0.0752461831823725,
Shoreham (Kent),England,Kent,Southeastern,No,51.33221658883,0.188889646870307,
Shoreham-by-Sea,England,West Sussex,GTR,No,50.8344260888358,-0.271720501987663,
Shortlands,England,London (City Of),Southeastern,No,51.4057990307121,0.00178402242039644,
Shotton,Wales,Sir y Fflint - Flintshire,Transport for Wales,No,53.2125441946248,-3.03842498847601,
Shotts,Scotland,North Lanarkshire,ScotRail,No,55.8186519053244,-3.79831993653582,
Shrewsbury,England,Shropshire,Transport for Wales,yes,52.7119312404429,-2.7497615909892,
Sidcup,England,London (City Of),Southeastern,No,51.4338682669247,0.103794566768716,
Sileby,England,Leicestershire,East Midlands Trains,No,52.7315942161846,-1.1099887529581,
Silecroft,England,Cumbria,Northern,No,54.225960908232,-3.33444208893059,
Silkstone Common,England,South Yorkshire,Northern,No,53.534918077094,-1.56347870885976,
Silver Street,England,London (City Of),London Overground,No,51.6146868981066,-0.0672399985185796,
Silverdale,England,Lancashire,Northern,No,54.1699121055788,-2.80384285734898,
Singer,Scotland,West Dunbartonshire,ScotRail,No,55.9076770080525,-4.40548710433113,
Sittingbourne,England,Kent,Southeastern,No,51.3419738614955,0.734684309640171,
Skegness,England,Lincolnshire,East Midlands Trains,No,53.1431771716672,0.334347117155617,
Skewen,Wales,Castell-nedd Port Talbot - Neath Port Talbot,Transport for Wales,No,51.6613944562612,-3.84650950274806,
Skipton,England,North Yorkshire,Northern,No,53.958688479988,-2.02587231279393,
Slade Green,England,London (City Of),Southeastern,No,51.4677841325647,0.190491338128496,
Slaithwaite,England,West Yorkshire,Northern,No,53.6238310826843,-1.88157890282647,
Slateford,Scotland,City of Edinburgh,ScotRail,No,55.9266918098746,-3.24345710745044,
Sleaford,England,Lincolnshire,East Midlands Trains,No,52.9954721060151,-0.41034699080964,
Sleights,England,North Yorkshire,Northern,No,54.4610522610215,-0.662480848910443,
Slough,England,Berkshire,Great Western Railway,No,51.5118796771134,-0.591510440159463,
Small Heath,England,West Midlands,West Midlands Trains,No,52.4637629939548,-1.85939290681702,
Smallbrook Junction,England,Isle Of Wight,South Western Railway,No,50.711102648496,-1.15419835803348,
Smethwick Galton Bridge,England,West Midlands,West Midlands Trains,yes,52.5017824793288,-1.98051113844247,
Smethwick Rolfe Street,England,West Midlands,West Midlands Trains,No,52.4963864919983,-1.97064467716864,
Smithy Bridge,England,Greater Manchester,Northern,No,53.6332553601197,-2.11350274007841,
Snaith,England,East Riding of Yorkshire,Northern,No,53.6931140964061,-1.02845983369989,
Snodland,England,Kent,Southeastern,No,51.3302282587794,0.448241221617912,
Snowdown,England,Kent,Southeastern,No,51.2152964050489,1.21370501860984,
Soham,England,Cambridgeshire,Greater Anglia,No,52.33495,0.3281,
Sole Street,England,Kent,Southeastern,No,51.3831432236574,0.378096904396304,
Solihull,England,West Midlands,Chiltern Railways,No,52.4143919409213,-1.78839074697656,
Somerleyton,England,Suffolk,Greater Anglia,No,52.510226279086,1.65225995555773,
South Acton,England,London (City Of),London Overground,No,51.499693966107,-0.270157269294523,
South Bank,England,North Yorkshire,Northern,No,54.5838300780953,-1.17666705687016,
South Bermondsey,England,London (City Of),GTR,No,51.4881339611827,-0.0546777381454662,
South Croydon,England,London (City Of),GTR,No,51.3629633303879,-0.0934565891750932,
South Elmsall,England,West Yorkshire,Northern,No,53.594608599914,-1.28485837637619,
South Greenford,England,London (City Of),Great Western Railway,No,51.5337483279545,-0.336704404929485,
South Gyle,Scotland,City of Edinburgh,ScotRail,No,55.9363571801321,-3.29947675245066,
South Hampstead,England,London (City Of),London Overground,No,51.5414307584798,-0.178877771068811,
South Kenton,England,London (City Of),London Underground,No,51.5702127768047,-0.308462447685468,
South Merton,England,London (City Of),GTR,No,51.4029917388547,-0.205157478291239,
South Milford,England,North Yorkshire,Northern,No,53.782326932696,-1.25052934951955,
South Ruislip,England,London (City Of),London Underground,No,51.5569192332479,-0.399259148566948,
South Tottenham,England,London (City Of),London Overground,No,51.5803706701736,-0.0721026754782952,
South Wigston,England,Leicestershire,East Midlands Trains,No,52.5822245950924,-1.13407719632089,
South Woodham Ferrers,England,Essex,Greater Anglia,No,51.6494556291403,0.606505043734245,
Southall,England,London (City Of),TfL Rail,No,51.5059555178711,-0.378610373980833,
Southampton Airport Parkway ,England,Hampshire,South Western Railway,No,50.9508159442839,-1.36309699270243,
Southampton Central,England,Hampshire,South Western Railway,No,50.9074490473836,-1.41359601975752,
Southbourne,England,West Sussex,GTR,No,50.848276822188,-0.908106796250943,
Southbury,England,London (City Of),London Overground,No,51.6487034278084,-0.0524369135507237,
Southease,England,East Sussex,GTR,No,50.8312635479371,0.0306412457041607,
Southend Airport,England,Essex,Stobart Rail,No,51.5686667369739,0.705049719680829,
Southend Central,England,Essex,C2C,No,51.5370617164341,0.711726565879983,
Southend East,England,Essex,C2C,No,51.5389697447815,0.73181467603789,
Southend Victoria,England,Essex,Greater Anglia,No,51.5415098158629,0.711500716482241,
Southminster,England,Essex,Greater Anglia,No,51.6606212320975,0.835192496389187,
Southport,England,Merseyside,Merseyrail,Yes,53.6465223460836,-3.00243524425133,
Southwick,England,West Sussex,GTR,No,50.8325148988901,-0.23596187395024,
Sowerby Bridge,England,West Yorkshire,Northern,No,53.7078478680123,-1.90702174706304,
Spalding,England,Lincolnshire,East Midlands Trains,No,52.788805074731,-0.156884150977772,
Spean Bridge,Scotland,Highland,ScotRail,No,56.8900196851801,-4.92160808253357,
Spital,England,Merseyside,Merseyrail,No,53.3399402187315,-2.99390706570187,
Spondon,England,Derbyshire,East Midlands Trains,No,52.9122198805102,-1.41109404444798,
Spooner Row,England,Norfolk,Greater Anglia,No,52.5349935510602,1.08647553654597,
Spring Road,England,West Midlands,West Midlands Trains,No,52.4434173921393,-1.83738969573261,
Springburn,Scotland,Glasgow City,ScotRail,No,55.8819421972634,-4.23053523313352,
Springfield,Scotland,Fife,ScotRail,No,56.2949735144911,-3.05244860497952,
Squires Gate,England,Lancashire,Northern,No,53.7773355915286,-3.05030213617393,
St Albans Abbey,England,Hertfordshire,West Midlands Trains,No,51.7447322694278,-0.342568722541267,
St Albans City,England,Hertfordshire,GTR,No,51.7504719987899,-0.327538305741379,
St Andrews Road,England,Bristol,Great Western Railway,No,51.5127740585751,-2.69631340435382,
St Annes-on-the-Sea,England,Lancashire,Northern,No,53.7530349572797,-3.02909979596835,
St Austell,England,Cornwall,Great Western Railway,No,50.3395231511305,-4.7893601086077,
St Bees,England,Cumbria,Northern,No,54.4925360078402,-3.59115068564447,
St Budeaux Ferry Road,England,Devon,Great Western Railway,No,50.4013973426707,-4.18681277202914,
St Budeaux Victoria Road,England,Devon,Great Western Railway,No,50.4020158267805,-4.18740415153457,
St Columb Road,England,Cornwall,Great Western Railway,No,50.3987129703904,-4.94075652861482,
St Denys,England,Hampshire,South Western Railway,No,50.922189991407,-1.38775927684893,
St Erth,England,Cornwall,Great Western Railway,No,50.1704983085679,-5.44425363094082,
St Germans,England,Cornwall,Great Western Railway,No,50.3942798787677,-4.30840529924854,
St Helens Central,England,Merseyside,Northern,No,53.4531257531435,-2.73030521027896,
St Helens Junction,England,Merseyside,Northern,No,53.4337282903537,-2.70025985739709,
St Helier,England,London (City Of),GTR,No,51.3898994224814,-0.198770749224959,
St Ives,England,Cornwall,Great Western Railway,No,50.2090516701597,-5.47791401154001,
St James Park,England,Devon,Great Western Railway,No,50.7311597185847,-3.52199441287744,
St James' Street,England,London (City Of),London Overground,No,51.5809792677675,-0.0329184593181028,
St John's,England,London (City Of),Southeastern,No,51.4693891513475,-0.022718828394954,
St Keyne Wishing Well Halt,England,Cornwall,Great Western Railway,No,50.4230458082002,-4.46352096221294,
St Leonards Warrior Square,England,East Sussex,Southeastern,No,50.8556923791955,0.560279351585855,
St Margaret's (Greater London),England,London (City Of),South Western Railway,No,51.4552348562842,-0.320200501037777,
St Margarets (Hertfordshire),England,Hertfordshire,Greater Anglia,No,51.787838835665,0.00126913230624356,
St Mary Cray,England,London (City Of),Southeastern,No,51.394747432938,0.106383586680959,
St Michaels,England,Merseyside,Merseyrail,No,53.3756022425768,-2.95279874816101,
St Neots,England,Cambridgeshire,GTR,No,52.2315663288051,-0.247413912323246,
Stafford,England,Staffordshire,Avanti West Coast,yes,52.8038918219874,-2.12203588574355,
Staines ,England,Surrey,South Western Railway,No,51.4324545290574,-0.50316453327208,
Stallingborough,England,Lincolnshire,East Midlands Trains,No,53.5870938546334,-0.183666799938627,
Stalybridge,England,Greater Manchester,Transpennine Express,No,53.4845810420246,-2.0627417832948,
Stamford,England,Lincolnshire,East Midlands Trains,No,52.6478311145957,-0.480115236289199,
Stamford Hill,England,London (City Of),London Overground,No,51.574465812676,-0.0766820047621084,
Stanford-le-Hope,England,Essex,C2C,No,51.5143612016566,0.423035734780072,
Stansted Airport,England,Essex,Greater Anglia,No,51.8885889341543,0.260815495353557,
Stansted Mountfitchet,England,Essex,Greater Anglia,No,51.9014363301533,0.199780866318576,
Staplehurst,England,Kent,Southeastern,No,51.1714648067343,0.550438387685807,
Stapleton Road,England,Bristol,Great Western Railway,No,51.4675092821763,-2.566217217443,
Starbeck,England,North Yorkshire,Northern,No,53.998999728646,-1.50112979052197,
Starcross,England,Devon,Great Western Railway,No,50.6278016926208,-3.44770487395091,
Staveley,England,Cumbria,Northern,No,54.3755355131735,-2.81886297219457,
Stechford,England,West Midlands,West Midlands Trains,No,52.4848220974671,-1.81102551325665,
Steeton & Silsden,England,West Yorkshire,Northern,No,53.900033476049,-1.94471976544211,
Stepps,Scotland,North Lanarkshire,ScotRail,No,55.8901413635032,-4.140808469037,
Stevenage,England,Hertfordshire,GTR,No,51.9016861847805,-0.20710946588827,
Stevenston,Scotland,North Ayrshire,ScotRail,No,55.6342848348239,-4.75079080519078,
Stewartby,England,Bedfordshire,West Midlands Trains,No,52.0690788348597,-0.520692242001966,
Stewarton,Scotland,East Ayrshire,ScotRail,No,55.6821593947152,-4.51805863331251,
Stirling,Scotland,Stirling,ScotRail,No,56.1198213876306,-3.93562037499951,
Stockport,England,Greater Manchester,Avanti West Coast,No,53.4055402997044,-2.16301336341374,
Stocksfield,England,Northumberland,Northern,No,54.9470499083176,-1.91675942679051,
Stocksmoor,England,West Yorkshire,Northern,No,53.5940882995361,-1.72324804140126,
Stockton,England,Durham (County Durham),Northern,No,54.5696227714804,-1.31854324338172,
Stoke Mandeville,England,Buckinghamshire,Chiltern Railways,No,51.7877951274789,-0.784086295784938,
Stoke Newington,England,London (City Of),London Overground,No,51.5652311923438,-0.0728874334121679,
Stoke-on-Trent,England,Staffordshire,Avanti West Coast,No,53.0079819568062,-2.18098761149091,
Stone,England,Staffordshire,West Midlands Trains,No,52.9083279915954,-2.15504144060965,
Stone Crossing,England,Kent,Southeastern,No,51.4513283410679,0.263771152840603,
Stonebridge Park,England,London (City Of),London Underground,No,51.5441097452189,-0.275828430558503,
Stonegate,England,East Sussex,Southeastern,No,51.0199653883469,0.363868113942471,
Stonehaven,Scotland,Aberdeenshire,ScotRail,No,56.9668253865208,-2.22529734201393,
Stonehouse,England,Gloucestershire,Great Western Railway,No,51.7458896835245,-2.27949881299272,
Stoneleigh ,England,Surrey,South Western Railway,No,51.3633993582655,-0.248665216147388,
Stourbridge Junction,England,West Midlands,West Midlands Trains,No,52.4475436828349,-2.13387655974941,
Stourbridge Town,England,West Midlands,West Midlands Trains,No,52.4555804798922,-2.14181816863998,
Stow,Scotland,Scottish Borders,ScotRail,No,55.6924237566432,-2.86594947559365,
Stowmarket,England,Suffolk,Greater Anglia,No,52.1897097345051,1.00000524469225,
Straford-upon-Avon Parkway,England,Warwickshire,West Midlands Trains,No,54.9096085950596,-5.02473883449879,
Stranraer,Scotland,Dumfries and Galloway,ScotRail,No,51.5418933693822,-0.00339674105101297,
Stratford,England,London (City Of),TfL Rail,No,51.5448265067287,-0.00877764938190971,
Stratford International,England,London (City Of),Southeastern,No,52.2067801984955,-1.73084255967304,
Stratford-upon-Avon,England,Warwickshire,West Midlands Trains,No,52.1942494432505,-1.71628862569715,
Strathcarron,Scotland,Highland,ScotRail,No,57.4227402171634,-5.42861414029003,
Strawberry Hill,England,London (City Of),South Western Railway,No,51.4389618208826,-0.339358467374499,
Streatham,England,London (City Of),GTR,No,51.4258065286346,-0.131550337072254,
Streatham Common,England,London (City Of),GTR,No,51.4187283969518,-0.136009855738413,
Streatham Hill,England,London (City Of),GTR,No,51.4381912493841,-0.127160115215697,
Streethouse,England,West Yorkshire,Northern,No,53.6761549497423,-1.4001185311948,
Strines,England,Greater Manchester,Northern,No,53.3750407324356,-2.03391596739786,
Stromeferry,Scotland,Highland,ScotRail,No,57.3523047257935,-5.55116233384156,
Strood,England,Kent,Southeastern,No,51.3965460988431,0.500187385993629,
Stroud,England,Gloucestershire,Great Western Railway,No,51.744623676658,-2.21938297161645,
Sturry,England,Kent,Southeastern,No,51.3010654646998,1.12225519955923,
Styal,England,Cheshire,Northern,No,53.3483317300483,-2.24045632713893,
Sudbury,England,Suffolk,Greater Anglia,No,52.0362752787946,0.735444267137879,
Sudbury & Harrow Road,England,London (City Of),Chiltern Railways,No,51.5543972853848,-0.315468213939457,
Sudbury Hill Harrow,England,London (City Of),Chiltern Railways,No,51.5584642242574,-0.335802890639327,
Sugar Loaf,Wales,Powys - Powys,Transport for Wales,No,52.0822742457185,-3.68694955013524,
Summerston,Scotland,Glasgow City,ScotRail,No,55.898841253824,-4.29153951102481,
Sunbury (Surrey) ,England,Surrey,South Western Railway,No,51.4183121769699,-0.41778267818481,
Sunderland,England,Tyne & Wear,Northern,No,54.9053403235388,-1.38230440843798,
Sundridge Park,England,London (City Of),Southeastern,No,51.4137798289322,0.0214463245563969,
Sunningdale,England,Berkshire,South Western Railway,No,51.3919397434202,-0.633040735740325,
Sunnymeads,England,Berkshire,South Western Railway,No,51.4702875112402,-0.559374238419857,
Surbiton,England,London (City Of),South Western Railway,No,51.3924584800408,-0.303958562217002,
Surrey Quays,England,London (City Of),London Overground,No,51.4931947271419,-0.0475186638113895,
Sutton (Surrey),England,London (City Of),GTR,No,51.359531766823,-0.191214819817375,
Sutton Coldfield,England,West Midlands,West Midlands Trains,No,52.5649433590555,-1.82484428740085,
Sutton Common,England,London (City Of),GTR,No,51.3748893450911,-0.196342580370038,
Sutton Parkway,England,Nottinghamshire,East Midlands Trains,No,53.1140931351119,-1.24556836556546,
Swale,England,Kent,Southeastern,No,51.3892333604497,0.747133594323348,
Swanley,England,Kent,Southeastern,No,51.3933848283026,0.169225348689167,
Swanscombe,England,Kent,Southeastern,No,51.4490682940967,0.309543181632021,
Swansea,Wales,Abertawe - Swansea,Transport for Wales,No,51.6251505561588,-3.94154689427407,
Swanwick ,England,Hampshire,South Western Railway,No,50.8756702306636,-1.2658525124398,
Sway ,England,Hampshire,South Western Railway,No,50.7847039688599,-1.60999592121089,
Swaythling,England,Hampshire,South Western Railway,No,50.9411489685429,-1.37640873108759,
Swinderby,England,Lincolnshire,East Midlands Trains,No,53.1695553589668,-0.70267949035005,
Swindon,England,Wiltshire,Great Western Railway,No,51.5654735544201,-1.78551136201029,
Swineshead,England,Lincolnshire,East Midlands Trains,No,52.9698022690675,-0.18716743832927,
Swinton (Manchester),England,Greater Manchester,Northern,No,53.5148344866017,-2.33746134321744,
Swinton (South Yorkshire),England,South Yorkshire,Northern,No,53.4862403951498,-1.30582138562356,
Sydenham,England,London (City Of),London Overground,No,51.427246295592,-0.0542439819182943,
Sydenham Hill,England,London (City Of),Southeastern,No,51.4327125692397,-0.0803395721522796,
Syon Lane,England,London (City Of),South Western Railway,No,51.4817837990482,-0.324841915789914,
Syston,England,Leicestershire,East Midlands Trains,No,52.6942107010372,-1.08239882395378,
Tackley,England,Oxfordshire,Great Western Railway,No,51.8812383380039,-1.29753564148468,
Tadworth ,England,Surrey,GTR,No,51.2916362036915,-0.235964669294279,
Taffs Wells,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.5408080211,-3.26293846869896,
Tain,Scotland,Highland,ScotRail,No,57.8144243413039,-4.05205000822053,
Talsarnau,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.9043130170239,-4.06815554408731,
Talybont,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.772635080581,-4.09659731973852,
Tal-y-Cafn,Wales,Conwy - Conwy,Transport for Wales,No,53.2283672773628,-3.81826391859997,
Tame Bridge Parkway,England,West Midlands,West Midlands Trains,No,52.5529341432741,-1.97621172597625,
Tamworth,England,Staffordshire,West Midlands Trains,yes,52.6374753333131,-1.68646456180462,
Taplow,England,Buckinghamshire,TfL Rail,No,51.5235617930705,-0.681370468757236,
Tattenham Corner ,England,Surrey,GTR,No,51.3091819561077,-0.242609291525166,
Taunton,England,Somerset,Great Western Railway,yes,51.0233058085266,-3.10274208613258,
Taynuilt,Scotland,Argyll and Bute,ScotRail,No,56.4308143473302,-5.23961145057687,
Teddington,England,London (City Of),South Western Railway,No,51.4244795215342,-0.33270599121149,
Teignmouth,England,Devon,Great Western Railway,No,50.5480661411992,-3.49466343825348,
Telford Central,England,Shropshire,West Midlands Trains,No,52.6811099530393,-2.44097128017569,
Templecombe,England,Somerset,South Western Railway,No,51.0015054051895,-2.41772499837911,
Tenby,Wales,Sir Benfro - Pembrokeshire,Transport for Wales,No,51.6729507834456,-4.70669715034849,
Teynham,England,Kent,Southeastern,No,51.3333894653357,0.807425483138007,
Thames Ditton ,England,Surrey,South Western Railway,No,51.3890958648714,-0.339152187620503,
Thanet Parkway,England,Kent,Southeastern,No,51.33075,1.36137,
Thatcham,England,Berkshire,Great Western Railway,No,51.393844568173,-1.24319013835292,
Thatto Heath,England,Merseyside,Northern,No,53.4365850427077,-2.75937489885122,
The Hawthorns,England,West Midlands,West Midlands Trains,No,52.5053745899762,-1.96400908337047,
The Lakes,England,Warwickshire,West Midlands Trains,No,52.3591451174965,-1.8446735644726,
Theale,England,Berkshire,Great Western Railway,No,51.433451642275,-1.07497308631832,
Theobalds Grove,England,Hertfordshire,London Overground,No,51.6924549134607,-0.0348313830437476,
Thetford,England,Norfolk,Greater Anglia,No,52.4191224513121,0.745072939898829,
Thirsk,England,North Yorkshire,Transpennine Express,No,54.2282117548552,-1.37258814134247,
Thornaby,England,North Yorkshire,Transpennine Express,No,54.5592709095988,-1.30141207130572,
Thorne North,England,South Yorkshire,Northern,No,53.616062847934,-0.972330838820246,
Thorne South,England,South Yorkshire,Northern,No,53.6033295887843,-0.955109263260391,
Thornford,England,Dorset,Great Western Railway,No,50.9105787331418,-2.57898756413365,
Thornliebank,Scotland,East Renfrewshire,ScotRail,No,55.8111046952463,-4.31170812843507,
Thornton Abbey,England,Lincolnshire,East Midlands Trains,No,53.6543014461694,-0.323021491305164,
Thornton Heath,England,London (City Of),GTR,No,51.3987757749122,-0.100305947353252,
Thorntonhall,Scotland,South Lanarkshire,ScotRail,No,55.7686836834217,-4.25116313776555,
Thorpe Bay,England,Essex,C2C,No,51.5375674675467,0.761727916259285,
Thorpe Culvert,England,Lincolnshire,East Midlands Trains,No,53.1230899066145,0.19941514489068,
Thorpe-le-Soken,England,Essex,Greater Anglia,No,51.8476329773871,1.16140033314945,
Three Bridges,England,West Sussex,GTR,No,51.116922296857,-0.161184082771892,
Three Oaks,England,East Sussex,GTR,No,50.9011126864871,0.613050942732097,
Thurgarton,England,Nottinghamshire,East Midlands Trains,No,53.0289430587568,-0.962257040891579,
Thurnscoe,England,South Yorkshire,Northern,No,53.5450428254062,-1.30878375806351,
Thurso,Scotland,Highland,ScotRail,No,58.5901805763534,-3.52754885072794,
Thurston,England,Suffolk,Greater Anglia,No,52.250000353675,0.808652672104784,
Tilbury Town,England,Essex,C2C,No,51.4623562687108,0.354038458127251,
Tile Hill,England,West Midlands,West Midlands Trains,No,52.3951047571949,-1.59684853626064,
Tilehurst,England,Berkshire,Great Western Railway,No,51.4715087017527,-1.0298159548238,
Tipton,England,West Midlands,West Midlands Trains,No,52.5304435872037,-2.06570141042911,
Tir-phil,Wales,Caerffili - Caerphilly,Transport for Wales,No,51.7209099777901,-3.24638071768218,
Tisbury,England,Wiltshire,South Western Railway,No,51.0608547013625,-2.07900235314654,
Tiverton Parkway,England,Devon,Great Western Railway,No,50.9171813221454,-3.35964470229389,
Todmorden,England,West Yorkshire,Northern,No,53.7138194632262,-2.09965943045451,
Tolworth,England,London (City Of),South Western Railway,No,51.3768589713388,-0.279461470253494,
Ton Pentre,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.6478046848615,-3.48618800586156,
Tonbridge,England,Kent,Southeastern,No,51.1914091023883,0.270973040315046,
Tondu,Wales,Pen-y-bont ar Ogwr - Bridgend,Transport for Wales,No,51.5473663227457,-3.59555017729116,
Tonfanau,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.6135468965275,-4.12369885546038,
Tonypandy,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.6197667532961,-3.44886987891094,
Tooting,England,London (City Of),GTR,No,51.4198469961315,-0.161277733507952,
Topsham,England,Devon,Great Western Railway,No,50.6862203262687,-3.46442333198769,
Torquay,England,Devon,Great Western Railway,No,50.4611380634478,-3.54327594539,
Torre,England,Devon,Great Western Railway,No,50.4731928677087,-3.54641660505946,
Totnes,England,Devon,Great Western Railway,No,50.4358693458766,-3.68869310888308,
Tottenham Court Road,England,London (City Of),TfL Rail,No,51.51620174,-0.130620819,
Tottenham Hale,England,London (City Of),Greater Anglia,No,51.5883082398585,-0.059929186804236,
Totton ,England,Hampshire,South Western Railway,No,50.9178818831145,-1.48241746383595,
Town Green,England,Lancashire,Merseyrail,No,53.5428100769396,-2.90448705065032,
Trafford Park,England,Greater Manchester,Northern,No,53.4548193213439,-2.31063143398479,
Treforest,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.5914659241903,-3.3251183998884,
Treforest Estate,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.5682957877526,-3.29024872024258,
Trehafod,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.6101545413631,-3.38097518223294,
Treherbert,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.6722471952406,-3.53630316238398,
Treorchy,Wales,"Rhondda, Cynon, Taf - Rhondda, Cynon, Taff",Transport for Wales,No,51.6575366924712,-3.50573449244853,
Trimley,England,Suffolk,Greater Anglia,No,51.9765250471403,1.31953626824096,
Tring,England,Hertfordshire,West Midlands Trains,No,51.8007404909572,-0.622439409212481,
Troed-y-rhiw,Wales,Merthyr Tudful - Merthyr Tydfil,Transport for Wales,No,51.7124291993822,-3.34674461017176,
Troon,Scotland,South Ayrshire,ScotRail,No,55.5428169262541,-4.65530071764014,
Trowbridge,England,Wiltshire,Great Western Railway,No,51.3198329746229,-2.21433470656225,
Truro,England,Cornwall,Great Western Railway,No,50.2638475426037,-5.06481369270845,
Tulloch,Scotland,Highland,ScotRail,No,56.884284329806,-4.70132227038737,
Tulse Hill,England,London (City Of),GTR,No,51.4398596365436,-0.105076767451685,
Tunbridge Wells,England,Kent,Southeastern,No,51.1302317896919,0.262810301606958,
Turkey Street,England,London (City Of),London Overground,No,51.6726264627085,-0.0472166384344608,
Tutbury & Hatton,England,Derbyshire,East Midlands Trains,No,52.8641363447111,-1.68223510400767,
Tweedbank,Scotland,Scottish Borders,ScotRail,No,55.6057443892672,-2.7595315732595,
Twickenham,England,London (City Of),South Western Railway,No,51.4500300055077,-0.330393822267269,
Twyford,England,Berkshire,Great Western Railway,No,51.4755338005578,-0.863292640920522,
Ty Croes,Wales,Sir Ynys Mon - Isle of Anglesey,Transport for Wales,No,53.2225630848069,-4.47473384721394,
Ty Glas,Wales,Caerdydd - Cardiff,Transport for Wales,No,51.5215421683175,-3.19653469386441,
Tygwyn,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.8937901176893,-4.07865560947925,
Tyndrum Lower,Scotland,Stirling,ScotRail,No,56.4333478464443,-4.71482224640449,
Tyseley,England,West Midlands,West Midlands Trains,No,52.4541178692948,-1.83911620727109,
Tywyn,Wales,Gwynedd - Gwynedd,Transport for Wales,No,52.5855810418576,-4.0935600802111,
Uckfield,England,East Sussex,GTR,No,50.9687372365834,0.0963808849065427,
Uddingston,Scotland,South Lanarkshire,ScotRail,No,55.8235326549642,-4.08669855110048,
Ulceby,England,Lincolnshire,East Midlands Trains,No,53.6191996207736,-0.300826770891285,
Ulleskelf,England,North Yorkshire,Northern,No,53.8536118318936,-1.21397217711089,
Ulverston,England,Cumbria,Northern,No,54.1915877643757,-3.09791569001614,
Umberleigh,England,Devon,Great Western Railway,No,50.9967529650831,-3.98288778819791,
University,England,West Midlands,West Midlands Trains,No,52.4512435733701,-1.9366839107718,
Uphall,Scotland,West Lothian,ScotRail,No,55.9190463544666,-3.50212011291368,
Upholland,England,Lancashire,Northern,No,53.5283821704968,-2.74140531262916,
Upminster,England,London (City Of),C2C,No,51.5591060152203,0.250883915124465,
